Page,Frame,Motor 1,Motor 2,Motor 3,Motor 4,Motor 5,Motor 6,Motor 7,Motor 8,Motor 9,Motor 10,Motor 11,Motor 12,Motor 13,Motor 14,Motor 15,Motor 16,Motor 17,Motor 18
57,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-1.46,1.17,-51.86,51.56,-79.69,79.39,38.96,-39.26,-1.46,1.17
58 LT_S_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
58 LT_S_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
58 LT_S_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
58 LT_S_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
58 LT_S_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
58 LT_S_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
58 LT_S_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,4.98,-56.25,45.7,-92.29,71.19,45.7,-35.74,-10.25,-6.74
59,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-40.72,40.43,-12.89,2.34,-56.25,46.88,-87.89,71.78,42.77,-36.33,-9.67,-6.45
59,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-43.95,43.65,-9.67,-2.93,-50.98,47.75,-78.22,72.95,38.38,-36.62,-8.79,-5.86
59,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-48.63,48.93,-73.83,74.71,36.62,-37.5,-7.62,-4.98
59,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-49.51,49.8,-75.88,76.46,37.5,-38.38,-6.45,-3.81
59,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-50.39,50.39,-77.64,77.93,38.38,-38.96,-4.98,-2.34
59,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-51.27,50.98,-79.1,79.1,39.26,-39.55,-3.22,-0.59
59,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-51.56,51.27,-79.69,79.39,39.55,-39.84,-1.46,1.17
60 LT_M_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.59,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.59,2.93
60 LT_M_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.34,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.34,4.69
60 LT_M_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-44.82,44.53,2.64,6.74,-48.34,48.93,-76.76,77.64,38.09,-38.96,3.81,6.45
60 LT_M_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-43.65,43.36,1.17,9.38,-47.46,50.98,-74.71,81.45,37.21,-40.72,4.98,7.91
60 LT_M_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-41.6,41.31,-1.76,11.72,-46.29,53.91,-72.95,86.43,36.62,-42.77,6.15,9.08
60 LT_M_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-38.96,38.67,-4.1,13.77,-45.41,56.25,-71.78,90.53,36.33,-44.24,6.74,9.96
60 LT_M_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-36.33,36.04,-4.98,14.36,-44.82,57.71,-71.19,91.99,36.33,-44.24,6.74,10.25
61,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-33.4,33.11,-4.1,13.48,-44.53,57.42,-71.78,90.53,36.91,-43.07,6.45,9.96
61,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-31.05,30.76,-1.76,11.43,-45.12,55.66,-72.95,86.43,37.79,-41.02,5.86,8.79
61,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-29,28.71,0.88,9.08,-46,53.03,-74.71,81.45,38.38,-38.67,4.98,7.62
61,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.83,27.54,2.64,6.45,-47.46,50.98,-76.76,77.64,39.26,-36.91,3.52,6.15
61,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,2.05,4.39,-48.63,50.1,-78.22,77.34,39.55,-37.21,2.05,4.39
61,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,0.29,2.93,-49.51,50.39,-79.39,78.81,39.55,-38.38,0.29,2.93
61,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-1.46,1.17,-50.39,50.1,-79.69,79.39,38.96,-39.26,-1.46,1.17
62 LT_M_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-3.22,-0.59,-50.68,49.22,-79.1,79.1,38.09,-39.84,-3.22,-0.59
62 LT_M_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-4.69,-2.34,-50.39,48.34,-77.64,77.93,36.91,-39.84,-4.69,-2.34
62 LT_M_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.83,27.54,-6.74,-2.93,-51.27,47.17,-77.93,76.46,36.62,-39.55,-6.45,-3.81
62 LT_M_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-29,28.71,-9.38,-1.17,-53.32,45.7,-81.74,74.41,38.38,-38.67,-7.91,-5.27
62 LT_M_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-31.05,30.76,-11.72,1.46,-55.96,44.82,-86.72,72.66,40.72,-38.09,-9.08,-6.15
62 LT_M_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-33.4,33.11,-13.77,3.81,-57.71,44.24,-90.82,71.48,42.77,-37.21,-10.25,-6.74
62 LT_M_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-36.33,36.04,-14.65,4.69,-58.01,44.53,-92.29,70.9,43.95,-36.62,-10.55,-7.03
63,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-38.96,38.67,-14.06,3.81,-56.54,45.12,-90.82,71.48,43.95,-36.62,-10.25,-7.03
63,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-41.6,41.31,-12.01,1.46,-54.2,46,-86.72,72.66,42.48,-36.91,-9.38,-6.45
63,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-43.65,43.36,-9.67,-1.46,-51.27,47.17,-81.74,74.41,40.43,-37.5,-8.2,-5.27
63,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-44.82,44.53,-7.03,-2.93,-49.22,48.05,-77.93,76.46,38.67,-38.38,-6.74,-4.1
63,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.64,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.64
63,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.88,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.88
63,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
64 LT_E_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-51.27,50.98,-79.39,78.81,39.26,-39.55,0.29,2.93
64 LT_E_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-50.68,50.1,-78.22,77.34,38.67,-38.67,2.05,4.69
64 LT_E_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-50.1,49.22,-76.76,75.59,38.09,-37.79,3.52,6.15
64 LT_E_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-49.22,48.34,-75,73.54,37.21,-36.91,4.69,7.32
64 LT_E_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-43.95,43.65,2.64,9.38,-48.05,50.68,-73.24,77.93,36.33,-38.67,5.57,8.5
64 LT_E_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-40.72,40.43,-2.64,12.6,-47.17,55.96,-72.07,87.6,36.04,-43.07,6.15,9.38
64 LT_E_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-36.33,36.04,-5.27,13.77,-46.29,59.18,-71.48,91.99,36.33,-44.53,6.45,9.67
65,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
65,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
65,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
65,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
65,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
65,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
65,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
66 LT_E_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-2.93,-0.59,-52.15,50.98,-79.1,79.1,38.09,-39.84,-2.93,-0.59
66 LT_E_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-4.69,-2.34,-51.86,49.8,-77.64,77.93,36.91,-39.84,-4.69,-2.34
66 LT_E_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-6.15,-3.81,-51.56,48.63,-75.88,76.46,35.74,-39.55,-6.15,-3.81
66 LT_E_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-7.32,-4.98,-50.68,47.17,-73.83,74.71,34.28,-38.96,-7.32,-4.98
66 LT_E_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-28.42,28.12,-9.38,-2.93,-53.03,46.29,-78.22,72.95,36.33,-38.09,-8.2,-5.86
66 LT_E_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-31.64,31.35,-12.6,2.34,-57.71,45.7,-87.89,71.78,41.31,-37.5,-9.38,-6.45
66 LT_E_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-36.33,36.04,-14.06,4.98,-59.47,46,-92.29,71.19,44.24,-36.62,-9.96,-6.74
67,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
67,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
67,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
67,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
67,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
67,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
67,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
68 RT_S_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
68 RT_S_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
68 RT_S_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
68 RT_S_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
68 RT_S_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
68 RT_S_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
68 RT_S_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,14.06,-46,55.96,-71.48,91.99,35.45,-46,6.45,9.96
69,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-40.72,40.43,-2.64,12.6,-47.17,55.96,-72.07,87.6,36.04,-43.07,6.15,9.38
69,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-43.95,43.65,2.64,9.38,-48.05,50.68,-73.24,77.93,36.33,-38.67,5.57,8.5
69,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-49.22,48.34,-75,73.54,37.21,-36.91,4.69,7.32
69,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-50.1,49.22,-76.76,75.59,38.09,-37.79,3.52,6.15
69,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-50.68,50.1,-78.22,77.34,38.67,-38.67,2.05,4.69
69,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-51.27,50.98,-79.39,78.81,39.26,-39.55,0.29,2.93
69,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-51.56,51.27,-79.69,79.39,39.55,-39.84,-1.46,1.17
70 RT_S_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
70 RT_S_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
70 RT_S_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
70 RT_S_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
70 RT_S_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
70 RT_S_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
70 RT_S_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,4.98,-56.25,45.7,-92.29,71.19,45.7,-35.74,-10.25,-6.74
71,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-31.64,31.35,-12.6,2.34,-57.71,45.7,-87.89,71.78,41.31,-37.5,-9.38,-6.45
71,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-28.42,28.12,-9.38,-2.93,-53.03,46.29,-78.22,72.95,36.33,-38.09,-8.2,-5.86
71,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-7.32,-4.98,-50.68,47.17,-73.83,74.71,34.28,-38.96,-7.32,-4.98
71,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-6.15,-3.81,-51.56,48.63,-75.88,76.46,35.74,-39.55,-6.15,-3.81
71,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-4.69,-2.34,-51.86,49.8,-77.64,77.93,36.91,-39.84,-4.69,-2.34
71,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-2.93,-0.59,-52.15,50.98,-79.1,79.1,38.09,-39.84,-2.93,-0.59
71,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-1.46,1.17,-51.86,51.56,-79.69,79.39,38.96,-39.26,-1.46,1.17
72 RT_M_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,0.29,2.93,-49.51,50.39,-79.39,78.81,39.55,-38.38,0.29,2.93
72 RT_M_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,2.05,4.39,-48.63,50.1,-78.22,77.34,39.55,-37.21,2.05,4.39
72 RT_M_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.83,27.54,2.64,6.45,-47.46,50.98,-76.76,77.64,39.26,-36.91,3.52,6.15
72 RT_M_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-29,28.71,0.88,9.08,-46,53.03,-74.71,81.45,38.38,-38.67,4.98,7.62
72 RT_M_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-31.05,30.76,-1.76,11.43,-45.12,55.66,-72.95,86.43,37.79,-41.02,5.86,8.79
72 RT_M_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-33.4,33.11,-4.1,13.48,-44.53,57.42,-71.78,90.53,36.91,-43.07,6.45,9.96
72 RT_M_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-36.33,36.04,-4.98,14.36,-44.82,57.71,-71.19,91.99,36.33,-44.24,6.74,10.25
73,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-38.96,38.67,-4.1,13.77,-45.41,56.25,-71.78,90.53,36.33,-44.24,6.74,9.96
73,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-41.6,41.31,-1.76,11.72,-46.29,53.91,-72.95,86.43,36.62,-42.77,6.15,9.08
73,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-43.65,43.36,1.17,9.38,-47.46,50.98,-74.71,81.45,37.21,-40.72,4.98,7.91
73,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-44.82,44.53,2.64,6.74,-48.34,48.93,-76.76,77.64,38.09,-38.96,3.81,6.45
73,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.34,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.34,4.69
73,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.59,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.59,2.93
73,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
74 RT_M_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.88,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.88
74 RT_M_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.64,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.64
74 RT_M_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-44.82,44.53,-7.03,-2.93,-49.22,48.05,-77.93,76.46,38.67,-38.38,-6.74,-4.1
74 RT_M_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-43.65,43.36,-9.67,-1.46,-51.27,47.17,-81.74,74.41,40.43,-37.5,-8.2,-5.27
74 RT_M_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-41.6,41.31,-12.01,1.46,-54.2,46,-86.72,72.66,42.48,-36.91,-9.38,-6.45
74 RT_M_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-38.96,38.67,-14.06,3.81,-56.54,45.12,-90.82,71.48,43.95,-36.62,-10.25,-7.03
74 RT_M_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-36.33,36.04,-14.65,4.69,-58.01,44.53,-92.29,70.9,43.95,-36.62,-10.55,-7.03
75,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-33.4,33.11,-13.77,3.81,-57.71,44.24,-90.82,71.48,42.77,-37.21,-10.25,-6.74
75,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-31.05,30.76,-11.72,1.46,-55.96,44.82,-86.72,72.66,40.72,-38.09,-9.08,-6.15
75,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-29,28.71,-9.38,-1.17,-53.32,45.7,-81.74,74.41,38.38,-38.67,-7.91,-5.27
75,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.83,27.54,-6.74,-2.93,-51.27,47.17,-77.93,76.46,36.62,-39.55,-6.45,-3.81
75,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-4.69,-2.34,-50.39,48.34,-77.64,77.93,36.91,-39.84,-4.69,-2.34
75,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-3.22,-0.59,-50.68,49.22,-79.1,79.1,38.09,-39.84,-3.22,-0.59
75,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,-1.46,1.17,-50.39,50.1,-79.69,79.39,38.96,-39.26,-1.46,1.17
76 RT_E_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,0.29,2.64,-51.27,51.86,-79.39,78.81,39.55,-38.38,0.29,2.64
76 RT_E_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,2.05,4.39,-50.1,51.56,-78.22,77.34,39.55,-37.21,2.05,4.39
76 RT_E_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,3.52,5.86,-48.93,51.27,-76.76,75.59,39.26,-36.04,3.52,5.86
76 RT_E_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,4.69,7.03,-47.46,50.39,-75,73.54,38.67,-34.57,4.69,7.03
76 RT_E_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-28.42,28.12,2.64,9.08,-46.58,52.73,-73.24,77.93,37.79,-36.62,5.57,7.91
76 RT_E_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-31.64,31.35,-2.64,12.3,-46,57.42,-72.07,87.6,37.21,-41.6,6.15,9.08
76 RT_E_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-36.33,36.04,-5.27,13.77,-46.29,59.18,-71.48,91.99,36.33,-44.53,6.45,9.67
77,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
77,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
77,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
77,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
77,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
77,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
77,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
78 RT_E_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-51.27,50.98,-79.1,79.1,39.26,-39.55,-3.22,-0.59
78 RT_E_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-50.39,50.39,-77.64,77.93,38.38,-38.96,-4.98,-2.34
78 RT_E_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-49.51,49.8,-75.88,76.46,37.5,-38.38,-6.45,-3.81
78 RT_E_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-48.63,48.93,-73.83,74.71,36.62,-37.5,-7.62,-4.98
78 RT_E_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-43.95,43.65,-9.67,-2.93,-50.98,47.75,-78.22,72.95,38.38,-36.62,-8.79,-5.86
78 RT_E_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-40.72,40.43,-12.89,2.34,-56.25,46.88,-87.89,71.78,42.77,-36.33,-9.67,-6.45
78 RT_E_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-36.33,36.04,-14.06,4.98,-59.47,46,-92.29,71.19,44.24,-36.62,-9.96,-6.74
79,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
79,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
79,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
79,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
79,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
79,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
79,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
80 L_S_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
80 L_S_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
